Date,Time,CCNumber,Amount,CCType,CCExpires,CVV2,GivenName,MiddleInitial,Surname,ZipCode,TelephoneNumber,MerchantID,TransactionID
1/7/2015,23:30:41,5391036626338260,1342,MasterCard,19-Dec,997,Gail,A,Vera,60527,708-461-0604,SarasGifts,88956446409
1/5/2015,00:32:14,5305628819724540,697,MasterCard,20-Oct,160,Walter,J,Clark,60607,630-870-4555,Penny_Car_Rental_23,66635761446
1/7/2015,23:33:27,5468669873902410,284,MasterCard,20-Aug,815,William,C,Crisp,28472,910-642-8087,BOFAATM_NW2301,88992672933
1/7/2015,23:37:21,4916169438861390,551,Visa,20-Aug,329,Sophia,D,Hyatt,55949,507-467-3796,HouseMart_2191,89050529528
1/7/2015,23:38:25,5420879914764590,502,MasterCard,20-Apr,201,Doreen,R,Gottschalk,48226,248-991-8013,BestBuyOnline,89054090492
1/7/2015,23:41:15,5169450898070210,334,MasterCard,16-Oct,304,Petra,R,Sanger,76147,817-540-6872,Menards016,89055270268
1/7/2015,23:44:49,5431377132499230,933,MasterCard,19-Feb,4,Brigitte,M,Schneider,38401,931-540-5785,BestBuyOnline,89069614714
1/7/2015,23:45:09,4539094356753340,121,Visa,17-Apr,700,Quintiliano,F,Chacón,54521,715-477-5371,BOFAATM_SE1441,89086768036
1/7/2015,23:49:03,4539152480025550,104,Visa,18-Feb,716,Nancy,R,Braden,60090,847-229-7011,BOFAATM_SE1441,89088884079
1/7/2015,23:52:57,4539352304047710,745,Visa,18-Jan,27,Judy,H,Montanez,64068,816-415-7489,HouseMart_2191,89119042601
1/7/2015,23:53:12,5490090424918560,374,MasterCard,16-Sep,479,Heike,M,Naumann,72461,870-522-2359,HouseMart_2191,89119195413
1/7/2015,23:53:27,5562990107194100,70,MasterCard,18-Feb,699,Jürgen,L,Baum,10005,845-622-9347,Goodwill,89139768958
1/7/2015,23:53:43,4929231780459130,740,Visa,19-Dec,276,Lea,T,Frueh,98101,425-996-3941,WalmartMerrill,89141714643
1/7/2015,23:53:58,4929705602576970,443,Visa,19-Jan,883,Kelly,A,Erbe,94612,925-775-0749,AMZN_F01,89161744931
1/7/2015,05:40:31,5436534393534570,699,MasterCard,19-Jan,206,George,G,Meis,94143,415-545-5162,247exchange.com,79756562652
1/7/2015,00:37:02,5136510339732750,510,MasterCard,16-Apr,170,Kuyen,E,Beltrán,45060,812-775-5908,Menards016,89180064949
1/7/2015,01:16:59,5278958577633330,218,MasterCard,20-Apr,762,Sandra,D,Hagen,85253,480-991-9172,WalmartMerrill,89186525791
1/8/2015,07:58:56,5526547855640020,701,MasterCard,17-Sep,359,Swen,S,Wurfel,97219,503-977-2029,Penny_Car_Rental_17,94644958777
1/7/2015,01:48:02,5430333510026490,16,MasterCard,17-Jan,168,Sylvia,S,Gross,50009,515-957-8235,VerizonWireless.com,89193354868
1/7/2015,01:56:56,4539984032447040,818,Visa,18-Sep,231,Cencio,A,Carbajal,27609,919-961-0743,WalmartValpo,89222894258
1/8/2015,11:44:01,5494897086171420,705,MasterCard,20-Jan,681,Mario,N,Schuhmacher,12817,518-494-7153,247exchange.com,97605706150
1/7/2015,02:24:16,5430367544061660,564,MasterCard,19-Apr,328,Katja,S,Moeller,24273,276-973-4970,PAYPAL-R15,89266897963
1/7/2015,02:36:53,5110392990285470,174,MasterCard,20-Nov,843,Simone,M,Brandt,48108,734-973-6504,AMZN_F01,89302513353
1/7/2015,02:37:23,5430628062008930,362,MasterCard,17-May,737,Tobías,C,Barrera,82939,307-327-0161,M&MCarRepair,89346240577
1/7/2015,03:16:50,5286358444554080,756,MasterCard,20-Dec,118,Swen,U,Gärtner,33417,561-533-8831,WalmartMerrill,89396693358
1/7/2015,03:56:47,4485203526440020,483,Visa,19-Jun,358,Kevin,A,Schäfer,28202,704-227-4604,HouseMart_2191,89431702300
1/7/2015,04:36:44,4539884227472150,615,Visa,18-Sep,197,Dieter,N,Abt,68104,402-980-3637,WalmartValpo,89486048156
1/7/2015,05:16:41,4532770684682960,486,Visa,20-Jun,468,Steffen,U,Busch,55415,612-291-2233,HouseMart_1115,89517617264
1/7/2015,05:35:56,5411914184688060,709,MasterCard,18-Mar,774,Jackie,W,Meade,76102,817-772-1227,TUNGSTAPTS,79659616888
1/8/2015,00:20:59,5596759269267120,261,MasterCard,20-Jul,936,René,C,Fenstermacher,11530,347-601-8499,VerizonWireless.com,89519280900
1/3/2015,06:22:47,5140510121246330,710,MasterCard,19-May,4,Tiara,A,Correa,24019,540-239-3427,MoneyGram,39278612880
1/8/2015,01:01:49,5593736742241740,77,MasterCard,20-Nov,932,Gildo,Y,Haro,32749,352-314-4555,AMZN_A123,89540442315
1/8/2015,01:11:07,5472168212135650,1042,MasterCard,17-Aug,101,Rose,K,Kingsley,53718,608-484-3746,VerizonWireless.com,89582194966
1/7/2015,18:35:24,5398692179839720,710,MasterCard,19-Oct,105,Lesmes,G,Dávila,43215,614-582-2375,Penny_Car_Rental_17,84948219277
1/3/2015,15:15:18,5171939294470180,711,MasterCard,16-May,177,Amérigo,B,Munguia,90067,310-482-9841,LernerDental_02,32039850450
1/8/2015,01:45:41,5530581179268660,168,MasterCard,17-Nov,167,Swen,M,Becker,10601,914-603-0425,PAYPAL-R15,89608837559
1/3/2015,21:14:41,5220137361817780,712,MasterCard,16-Apr,216,Rotrauda,A,Llarnas,49321,616-647-7415,MoneyGram,36299206520
1/8/2015,02:12:19,5595897901682030,563,MasterCard,16-Oct,141,Kerstin,R,Bader,68506,402-484-9233,BestBuyOnline,89646418589
1/8/2015,02:20:56,5553752196544600,915,MasterCard,18-Apr,985,Andreas,L,Durr,2132,339-832-6903,RedSeatFurnit,89652513588
1/8/2015,02:42:18,5443322503380800,754,MasterCard,19-Mar,277,Leon,M,Grunwald,40202,502-632-0603,M&MCarRepair,89659828494
1/7/2015,02:42:18,5421883778796120,714,MasterCard,19-Jan,12,Julia,K,Nussbaum,87109,505-363-0190,bitsource.com,79012482016
1/8/2015,03:00:28,5559301187224280,78,MasterCard,19-Jan,749,Dennis,G,Neustadt,70501,337-267-5573,VerizonWireless.com,89712336790
1/8/2015,04:55:36,5560440954139150,715,MasterCard,16-Nov,598,Magno,I,Trejo,10013,347-612-6809,MoneyGram,90297512405
1/8/2015,06:47:00,5544716270217340,716,MasterCard,16-Aug,277,Florene,M,Thomas,77042,832-296-0840,Penny_Car_Rental_23,93522125874
1/8/2015,03:26:50,5517385785987330,44,MasterCard,20-Apr,801,Leonie,C,Fink,69045,308-397-1768,PAYPAL-R15,89763660762
1/4/2015,06:47:19,5252006617623750,718,MasterCard,20-May,969,Bernd,S,Jaeger,27834,252-280-2890,JaredKlein_Homes,42766753096
1/8/2015,03:37:39,5488190415809310,566,MasterCard,19-Jan,899,Sheena,R,Schick,11743,516-380-4832,AMZN_A123,89904897713
1/8/2015,03:40:51,5437690993566090,14,MasterCard,17-Nov,636,Johanna,G,Dawkins,48219,313-543-3827,VerizonWireless.com,89918175989
1/3/2015,13:14:41,5218028691472150,719,MasterCard,19-Jul,449,Quintilian,F,Zarate,10023,212-721-5156,AlobeidMedical,29548678727
1/8/2015,06:01:09,5477229956832430,720,MasterCard,20-Jan,49,Matthias,S,Weiß,63090,636-390-8810,MoneyGram,92401473656
1/8/2015,04:15:16,5509587486705820,962,MasterCard,16-Apr,101,Annette,J,McCaskill,33483,561-243-1939,M&MCarRepair,90031649736
1/8/2015,04:26:16,5512123241975440,736,MasterCard,20-Jul,397,Lea,M,Eiffel,35564,205-935-7160,BestBuyOnline,90090017182
1/3/2015,14:52:00,5249026234488210,722,MasterCard,16-Aug,606,Cynthia,J,Rowlett,84101,801-290-4023,MoneyGram,31717290493
1/8/2015,04:33:36,5465859224898540,486,MasterCard,16-Mar,665,Carl,V,Acheson,99654,907-355-6643,VerizonWireless.com,90153910905
1/8/2015,06:43:42,5562503888204820,724,MasterCard,16-Mar,769,Allison,R,Covert,78212,830-444-8031,Penny_Car_Rental_17,93451767430
1/8/2015,04:49:58,5526277762255490,1414,MasterCard,16-Nov,875,Kevin,M,Gottschalk,10541,845-621-8200,PAYPAL-R15,90261344305
1/7/2015,16:38:41,5427856058095570,729,MasterCard,17-Apr,413,Clodoveo,L,Vega,45204,513-323-5375,MoneyGram,84146736466
1/6/2015,19:44:25,5378238719545680,730,MasterCard,20-Apr,59,Luana,A,Henríquez,73075,405-238-7172,JJPlumbing,76097682312
1/8/2015,05:10:16,5454357491240980,551,MasterCard,19-Jul,999,Juliane,M,Friedman,89501,775-308-3413,AMZN_A123,90360698494
1/3/2015,07:14:41,5216103466097980,731,MasterCard,18-Aug,376,Billy,W,Treadwell,85363,623-933-5141,TUNGSTAPTS,25293625002
1/8/2015,05:23:10,4556166894565840,915,Visa,16-Apr,323,Petra,M,Fuhrmann,60631,773-501-1649,WalmartValpo,90422967652
1/8/2015,05:23:10,4556917498126000,382,Visa,20-Nov,674,Abati,O,Valdez,96813,808-548-1051,HouseMart_0037,90495314470
1/8/2015,05:23:10,5185664707858400,136,MasterCard,18-Mar,680,Anaxagoras,Z,Mayonga,53151,920-222-0152,Menards016,90542131615
1/8/2015,05:23:10,5220781582829180,571,MasterCard,18-Nov,59,Noé,M,Valencia,21234,410-663-3114,WalmartValpo,90550041075
1/8/2015,05:23:10,5297918372383160,510,MasterCard,20-Aug,52,Richard,A,Myers,15044,720-922-2139,HouseMart_2191,90550962372
1/8/2015,05:23:10,5328553717935650,238,MasterCard,18-Nov,344,Mary,P,Cook,32466,850-381-7870,HouseMart_2191,90734226421
1/8/2015,05:23:10,5534947833232880,389,MasterCard,19-Jul,21,Tanja,J,Möller,11103,718-204-6773,WalmartValpo,90765542249
1/8/2015,05:23:10,5539394105391190,114,MasterCard,20-Jan,514,Filelio,F,Padilla,92126,858-536-7493,WalmartValpo,90872891609
1/3/2015,19:12:45,5213853985963660,732,MasterCard,20-Mar,584,Folco,A,Badillo,23452,757-498-4734,Penny_Car_Rental_23,35080106168
1/8/2015,05:23:10,4916921056272110,600,Visa,19-May,886,Milca,L,Colunga,2173,978-833-5147,Town&Coun,90535702368
1/8/2015,05:31:01,4485116174158910,432,Visa,20-Jan,391,Yvonne,S,Kastner,60300,708-366-9022,HouseMart_2000,90900696587
1/8/2015,05:31:01,4485168342977780,190,Visa,16-Nov,710,Charles,M,Payne,29601,864-241-4492,HouseMart_2000,90902514732
1/8/2015,05:31:01,4539377865145760,384,Visa,20-Jul,927,Algiso,I,Zarate,32810,407-963-4014,HouseMart_2191,90924041282
1/8/2015,05:31:01,5134861299653750,115,MasterCard,18-Apr,934,Arsenia,L,Gamboa,94108,415-955-6346,Menards016,90942561648
1/8/2015,05:31:01,5212035857336080,369,MasterCard,16-Jan,975,Liana,N,Torres,1720,978-414-1369,WalmartValpo,90950572328
1/8/2015,05:31:01,5232536677112410,359,MasterCard,16-Dec,665,Gerald,O,Garcia,29706,803-581-5134,WalmartValpo,91047160642
1/8/2015,05:31:01,5265771320658160,654,MasterCard,20-Jul,625,Cid,C,Segovia,33478,954-290-5624,WalmartValpo,91088052500
1/8/2015,05:31:01,5272589800038660,901,MasterCard,17-Jun,411,Walter,M,Kelley,29210,803-772-3865,WalmartMerrill,91105578923
1/8/2015,05:31:01,5358173172608300,399,MasterCard,18-Sep,703,Marko,C,Koenig,74842,580-777-0608,HouseMart_2191,91166359861
1/8/2015,05:31:01,5408936613488310,67,MasterCard,20-Feb,705,Mary,J,Harris,18706,570-230-3759,HouseMart_2191,91174700497
1/8/2015,05:31:01,5531129414163940,1304,MasterCard,19-Dec,938,Karin,P,Zimmer,77478,713-617-2416,VerizonWireless.com,91192410819
1/8/2015,05:32:17,5131456655773490,55,MasterCard,16-Jun,707,Leon,J,Baader,90017,909-385-6304,Menards016,91220821400
1/8/2015,05:32:23,5531147074935980,927,MasterCard,17-May,950,Dominik,L,Loewe,63146,314-682-9610,SarasGifts,91246837796
1/8/2015,05:33:33,5112046766510500,102,MasterCard,20-Jan,981,Leonie,R,Schuhmacher,63141,314-995-1245,AMZN_F01,91260429079
1/3/2015,11:22:47,5141722542530640,732,MasterCard,19-Aug,40,Monica,L,Stokes,54303,920-636-2702,247exchange.com,39812276496
1/8/2015,23:39:29,5576541266224710,735,MasterCard,20-Jan,375,Lihuel,Z,Salgado,2914,401-837-1892,Penny_Car_Rental_17,1.08467E+11
1/8/2015,05:34:47,5559618249322480,1294,MasterCard,19-Feb,157,Nancy,D,Moreland,40507,606-509-2493,M&MCarRepair,91324919800
1/8/2015,05:34:49,5137056082514650,645,MasterCard,18-Mar,725,Brigitte,D,Gruenewald,60631,224-402-6407,Menards016,91331288454
1/8/2015,05:35:53,5503990869970960,752,MasterCard,17-Sep,29,Sophia,F,Baum,96130,530-257-2992,RedSeatFurnit,91361269827
1/8/2015,05:46:15,5457968026194810,736,MasterCard,17-May,342,Marco,U,Freeh,32822,407-382-0388,AlobeidMedical,91834851094
1/8/2015,05:36:05,5477752626581070,553,MasterCard,20-May,828,James,K,McShan,64106,816-222-2964,BOFAATM_SE1441,91506736746
1/8/2015,05:37:21,4916096637845450,22,Visa,20-Feb,462,Asis,P,Domínguez,56452,218-682-3614,HouseMart_2191,91563587709
1/8/2015,05:38:37,5278804967370010,189,MasterCard,19-Jun,578,Athina,N,Olivo,80265,303-928-1512,WalmartMerrill,91622914776
1/8/2015,05:38:37,5458109383329380,51,MasterCard,16-Nov,393,Aldous,D,Acevedo,77063,713-282-6462,AMZN_A123,91633281165
1/8/2015,05:39:05,5445137857519230,392,MasterCard,19-Nov,349,Agatha,C,West,33308,954-739-2729,BestBuyOnline,91666971292
1/3/2015,15:02:27,5187690272081130,737,MasterCard,16-Feb,649,Leocricia,B,Alfaro,76850,325-258-6442,LernerDental_02,31800527036
1/8/2015,05:39:53,5183176374671160,816,MasterCard,16-Jan,870,Levi,P,Taylor,95814,916-327-2532,Menards016,91718149123
1/8/2015,05:39:53,5515736323553590,341,MasterCard,17-Oct,76,Andrea,A,Burger,2142,774-206-7292,M&MCarRepair,91720268371
1/7/2015,21:21:01,5383436420319890,741,MasterCard,19-Jan,13,Delilah,J,Wendland,72201,870-354-6897,Penny_Car_Rental_23,87514800321
1/8/2015,05:41:09,5154758279357810,593,MasterCard,18-Apr,903,Juli,S,Brewington,85034,623-455-4607,Menards016,91750842073
1/8/2015,05:41:57,5438652917938320,1298,MasterCard,20-Jul,349,Bernard,A,Chapman,89501,775-281-5588,PAYPAL-R15,91777740636
1/8/2015,05:41:57,5562990107194100,70,MasterCard,18-Feb,699,Jürgen,L,Baum,10005,845-622-9347,VerizonWireless.com,91780789987
1/3/2015,02:22:47,5137429816131350,743,MasterCard,17-Nov,937,Juliane,K,Papst,92501,949-352-5844,MoneyGram,38939218084
1/8/2015,05:44:49,5453280760080740,613,MasterCard,17-Jan,202,Margarita,S,Book,33614,813-784-3799,AMZN_A123,91829712495
1/2/2015,21:15:18,5116372199618900,748,MasterCard,16-Dec,975,Franziska,M,Müller,84104,801-404-5280,TUNGSTAPTS,18067504754
1/8/2015,05:46:35,5466299122648470,245,MasterCard,18-Jul,754,William,S,Mason,33830,813-267-5229,BestBuyOnline,91882597329
1/8/2015,05:47:33,5482312741928820,569,MasterCard,16-May,550,John,E,Ferrari,80022,303-287-6843,PorterHospital,91912391056
1/8/2015,05:47:41,5458423813163570,757,MasterCard,20-Feb,612,Priscila,M,Iglesias,28202,704-433-4955,PorterHospital,91958364226
1/5/2015,21:49:56,5334166536052230,750,MasterCard,17-Apr,152,Marie,M,Kuhn,6051,860-827-4158,Penny_Car_Rental_23,65064177608
1/8/2015,05:48:05,5502629859643450,599,MasterCard,19-Aug,246,Jeff,C,Mitchell,48098,248-964-0810,VerizonWireless.com,91998023554
1/8/2015,00:22:37,5519076120283840,751,MasterCard,18-Apr,599,Melea,E,Ornelas,94108,510-366-1347,JaredKlein_Homes,1.10114E+11
1/8/2015,05:50:33,5460333454432110,285,MasterCard,18-Jul,814,Patrick,S,Bauer,17111,717-649-1865,M&MCarRepair,92037935848
1/8/2015,20:06:44,5562842238181250,755,MasterCard,18-Jul,128,Stephan,A,Furst,59715,406-586-2119,bitsource.com,1.04675E+11
1/8/2015,05:52:30,5584751905169710,83,MasterCard,17-Aug,420,Febe,E,Perales,60601,773-572-8062,PAYPAL-R15,92238225906
1/4/2015,09:05:43,5286358444554080,756,MasterCard,20-Dec,118,Swen,U,Gärtner,33417,561-533-8831,AlobeidMedical,43723833967
1/4/2015,12:53:50,5250246292038780,759,MasterCard,18-Nov,900,Lazzaro,C,Guajardo,11501,516-873-6630,Penny_Car_Rental_23,46169151723
1/8/2015,13:35:26,5551931841214700,762,MasterCard,19-Jun,33,Laura,M,Wechsler,7109,609-874-9646,MoneyGram,99597892421
1/8/2015,05:55:51,5457162446462250,835,MasterCard,16-May,498,John,T,Bennett,98109,360-402-6435,AMZN_A123,92367644220
1/3/2015,22:22:47,5136840412787410,767,MasterCard,16-Mar,71,Sabine,J,Papst,7628,201-385-4999,VerizonWireless.com,37032312158
1/7/2015,17:18:26,5433945384994790,768,MasterCard,19-Dec,17,Kevin,L,Mayer,17981,610-325-8413,TUNGSTAPTS,84380366383
1/8/2015,06:01:09,5564933197958580,409,MasterCard,16-Jul,988,Gundelinda,T,Haro,80111,303-265-8392,BestBuyOnline,92410533719
1/3/2015,21:30:27,5240475648317590,769,MasterCard,19-Jan,865,Tanja,P,Nagel,12885,518-623-4243,Penny_Car_Rental_23,36508089749
1/7/2015,05:36:13,5419800653134660,770,MasterCard,18-Feb,359,Ursula,D,Glockner,10461,718-904-2518,JaredKlein_Homes,79705518923
1/7/2015,21:50:41,5411168835721640,770,MasterCard,17-Mar,382,Jimmy,E,Carrera,79605,325-690-3494,BOFAATM_SE1441,87794678853
1/8/2015,06:03:47,5595148902893250,857,MasterCard,20-Mar,901,Gabriele,T,Berg,6051,860-991-5684,VerizonWireless.com,92582075988
1/8/2015,06:07:22,5592246096634320,300,MasterCard,18-Sep,983,Heike,K,Wannemaker,35203,205-406-0743,PorterHospital,92630124627
1/3/2015,03:09:05,5202405158952300,772,MasterCard,17-Nov,997,Mandy,P,Abt,73135,405-907-6112,Penny_Car_Rental_17,21538365274
1/8/2015,06:09:45,5510823770206900,341,MasterCard,20-Aug,938,Benjamin,J,Werfel,2109,617-521-4329,PAYPAL-R15,92687716924
1/8/2015,18:53:49,5536967770638180,772,MasterCard,17-Jan,756,Thomas,J,Koehler,80111,720-248-9628,bitsource.com,1.03904E+11
1/8/2015,06:15:38,5574084367454420,1000,MasterCard,18-May,862,Gimena,S,Concepción,60090,630-825-1076,SarasGifts,92722269560
1/8/2015,06:16:16,5476936550304840,1483,MasterCard,20-Dec,843,Liberata,M,Caraballo,78501,956-735-7489,M&MCarRepair,92729922000
1/8/2015,06:17:12,5511178531991360,1434,MasterCard,16-Aug,622,Rebecca,D,Salas,37917,423-572-4506,RedSeatFurnit,92760410420
1/8/2015,06:18:56,5502099984665270,174,MasterCard,18-Jul,884,Daniela,L,Scholz,46135,765-720-6577,AMZN_A123,92802382330
1/4/2015,06:23:10,5254084689649940,773,MasterCard,18-Jul,15,Karumanta,J,Rendón,79601,325-734-8994,Penny_Car_Rental_23,42591597081
1/8/2015,06:21:15,5399127080368870,600,MasterCard,17-Mar,473,Lena,M,Möller,61567,309-535-6252,ALDI_012A,92822640129
1/8/2015,06:23:11,5497824418027410,294,MasterCard,16-Apr,924,Vanessa,M,Fisher,28516,252-728-6163,VerizonWireless.com,92850849294
1/7/2015,03:37:39,5408255479460580,773,MasterCard,17-Jul,450,Lukas,L,Schuhmacher,33301,561-372-8645,MoneyGram,79123855711
1/3/2015,03:12:45,5209074748548300,777,MasterCard,18-Sep,966,William,C,Wallace,17013,717-476-1909,LernerDental_02,21615807961
1/4/2015,12:51:02,5283215470229770,778,MasterCard,19-Dec,423,Néstor,K,Partida,5672,802-253-4478,AlobeidMedical,46057081555
1/8/2015,06:24:39,5455911648216670,102,MasterCard,16-Jun,400,Gladys,G,Murray,75702,903-591-3602,M&MCarRepair,93056757153
1/5/2015,19:47:48,5294695784817570,780,MasterCard,17-May,426,Nancy,J,Bulger,75160,214-563-9977,Penny_Car_Rental_23,63646695653
1/8/2015,20:10:41,5595193454491190,781,MasterCard,20-Aug,393,Severino,O,Argüello,95376,209-836-5520,JaredKlein_Homes,1.04887E+11
1/8/2015,06:25:14,5549962925147740,127,MasterCard,19-Nov,745,Erik,E,Lazo,47620,812-831-5072,PorterHospital,93106319673
1/8/2015,06:27:11,5477752626581070,553,MasterCard,20-May,828,James,K,McShan,64106,816-222-2964,PAYPAL-R15,93151844779
1/8/2015,06:30:56,5486599796485550,302,MasterCard,16-Mar,789,Swen,M,Neumann,28202,803-322-7823,RedSeatFurnit,93184411646
1/4/2015,12:21:47,5269171292888350,782,MasterCard,16-Feb,676,William,E,Comes,87112,505-275-9046,HHGREGG,45744968079
1/8/2015,06:32:09,5558069879797320,212,MasterCard,19-Aug,20,Caroline,J,Wilcox,74447,918-759-9298,VerizonWireless.com,93206676202
1/8/2015,06:34:17,4716725744644500,951,Visa,16-Jun,841,Susan,J,Fink,42717,270-433-6416,HouseMart_2191,93330747610
1/3/2015,18:12:12,5155351653116900,783,MasterCard,17-Jun,718,Inacayal,R,Fonseca,48092,586-574-6994,TUNGSTAPTS,34101570051
1/6/2015,14:26:37,5380789135570830,783,MasterCard,20-Sep,653,Colleen,D,Patton,18701,570-823-3920,MoneyGram,73288469490
1/8/2015,06:41:07,5516376171816710,427,MasterCard,19-Mar,107,Facunda,V,Tijerina,45385,937-376-7601,M&MCarRepair,93411058992
1/8/2015,07:01:54,5552771996618660,785,MasterCard,19-Sep,901,Geranio,L,Morales,65001,573-728-2187,Penny_Car_Rental_23,93978205320
1/8/2015,06:43:24,5480748970260860,78,MasterCard,18-Jan,952,Jezabel,W,Herrera,90802,818-441-1723,AMZN_A123,93442384170
1/8/2015,06:02:18,5460541707305080,786,MasterCard,18-Jun,117,Kerstin,A,Abt,73942,580-523-8695,JaredKlein_Homes,92421469397
1/8/2015,06:45:21,5561260452102530,684,MasterCard,16-Nov,638,Dalia,G,Miranda,6810,203-739-8640,PorterHospital,93462572906
1/8/2015,06:47:00,5444244190866020,505,MasterCard,19-Apr,642,Marina,N,Gerber,20014,301-897-5907,PAYPAL-R15,93481388503
1/8/2015,14:43:37,5549284362491100,787,MasterCard,18-Feb,528,Danel,K,Bustos,77002,713-718-1450,Penny_Car_Rental_17,1.00658E+11
1/7/2015,15:12:39,5429632468699470,788,MasterCard,18-Feb,343,Domicio,Q,Puente,19103,610-487-3215,JJPlumbing,83474564095
1/8/2015,06:47:19,5351109964236940,574,MasterCard,16-Oct,794,Patrick,D,Schmitt,55401,507-784-7363,HouseMart_2191,93531800399
1/3/2015,23:02:27,5201407138962760,793,MasterCard,18-Oct,207,Lukas,J,Ocasio,95940,831-375-1444,Penny_Car_Rental_23,40720714248
1/8/2015,06:48:40,5475810556454750,337,MasterCard,18-Oct,483,Stefanie,B,Wurfel,78550,956-221-8092,VerizonWireless.com,93552785812
1/7/2015,13:49:26,5391116950296080,794,MasterCard,16-Dec,63,Abby,E,Robles,78411,361-744-1998,AlobeidMedical,83049467152
1/4/2015,10:43:31,5255388799152940,795,MasterCard,20-Mar,582,Zoilo,F,Heredia,95814,916-814-7428,MoneyGram,44234790687
1/3/2015,01:14:16,5243161199718200,796,MasterCard,20-Nov,885,Wilton,A,Villegas,35291,205-413-1704,bitsource.com,20964361920
1/8/2015,17:25:04,5492180323007750,796,MasterCard,20-Sep,948,Robert,K,Stoddard,94928,707-793-5952,Penny_Car_Rental_23,1.02946E+11
1/8/2015,06:54:27,5552018458666130,97,MasterCard,19-Jul,187,Colleen,B,Adams,76039,817-692-5856,PorterHospital,93714480050
1/8/2015,06:55:30,5490437608609130,101,MasterCard,16-May,370,Roswinda,W,Hurtado,6511,203-214-4681,M&MCarRepair,93743166571
1/8/2015,06:55:53,5585849763878950,1288,MasterCard,16-Jun,445,Petra,B,Roth,39206,601-432-8691,PAYPAL-R15,93750456643
1/8/2015,11:32:53,5501742024671550,798,MasterCard,17-Jun,457,Max,S,Schulze,37214,931-382-5143,HHGREGG,97184891120
1/8/2015,06:56:55,5518130534343720,1196,MasterCard,16-Sep,367,Richard,M,Pauli,44131,216-462-4694,AMZN_A123,93778894510
1/8/2015,07:00:21,5164117090870280,858,MasterCard,16-Dec,475,Tim,K,Bauer,1085,413-285-6081,Menards016,93782076085
1/8/2015,07:01:00,5562125510854460,331,MasterCard,20-Apr,696,Walter,E,Brown,30338,404-355-8220,SarasGifts,93792266101
1/7/2015,16:15:26,5427560421930760,800,MasterCard,16-Dec,79,Yaguatí,B,Cepeda,77338,281-964-4748,bitsource.com,84033585918
1/8/2015,07:01:52,5516380997425700,518,MasterCard,16-Aug,260,Marilina,N,Negrón,29115,803-395-7103,PAYPAL-R15,93838559759
1/8/2015,13:04:59,5596862361287930,800,MasterCard,17-Jun,400,Beth,S,Canady,91801,323-995-5155,AlobeidMedical,98909262080
1/3/2015,11:12:12,5154570002568410,803,MasterCard,19-May,161,Eustacio,L,Aguirre,11743,631-239-4921,Penny_Car_Rental_23,28258378129
1/8/2015,07:06:50,5474293579567220,1121,MasterCard,18-Jun,198,Jörg,K,Braun,32548,850-218-2836,M&MCarRepair,94006151284
1/5/2015,00:19:07,5305178418004930,805,MasterCard,17-Feb,660,Phillipp,K,Dresdner,20200,202-812-0742,LernerDental_02,66457046843
1/7/2015,01:48:02,5428121167981670,805,MasterCard,19-Jun,163,Anna,A,Baader,40202,502-201-7774,JaredKlein_Homes,89186927343
1/8/2015,07:13:23,4485818652927470,143,Visa,17-Dec,395,Malcolm,B,Toomey,60085,847-244-9752,AMZN_A123,94036920502
1/5/2015,12:15:18,5304786580690720,808,MasterCard,19-Mar,528,Publio,L,Atencio,37211,615-832-1372,HHGREGG,59255693807
1/8/2015,07:14:35,5550989921878180,1331,MasterCard,20-Aug,628,Bruno,R,Esparza,10523,646-296-4615,VerizonWireless.com,94153479928
1/7/2015,06:42:33,5412282236091090,808,MasterCard,16-Jul,93,Iva,C,Paredes,46312,219-399-2194,HHGREGG,80344135720
1/7/2015,19:10:41,5419243590600900,808,MasterCard,17-Dec,35,Jacinto,M,Mercado,92123,858-453-5671,MoneyGram,85746559132
1/8/2015,07:24:15,5477913241557650,500,MasterCard,18-Mar,803,Philipp,J,Beich,32207,904-399-6906,M&MCarRepair,94269232421
1/8/2015,11:46:27,5499176182278110,809,MasterCard,16-Jun,313,Ananías,Q,Armijo,32801,407-254-4165,Penny_Car_Rental_23,97612356093
1/8/2015,07:26:25,4716574425881340,824,Visa,20-Sep,61,Aime,C,Gutiérrez,1776,978-209-9705,HouseMart_2191,94326178401
1/8/2015,07:26:25,5502999337396720,602,MasterCard,19-Sep,668,Kristin,S,Feierabend,71457,318-234-9043,PAYPAL-R15,94366124825
1/8/2015,11:58:05,5562561781435280,812,MasterCard,16-Jun,601,Hermelindo,G,Menéndez,6902,203-277-9196,TUNGSTAPTS,97836771715
1/8/2015,05:54:51,5504815010339290,815,MasterCard,19-Aug,852,Antje,T,Frei,48150,734-968-1672,AlobeidMedical,92325152834
1/8/2015,07:29:57,5484091613071560,1113,MasterCard,17-Apr,256,Uta,L,Fruehauf,2110,781-730-2829,AMZN_A123,94441163901
1/8/2015,18:40:20,5453237592759870,815,MasterCard,19-Jul,193,Seraphin,A,Castro,1730,978-515-0582,Penny_Car_Rental_17,1.03607E+11
1/8/2015,07:37:12,5489844461704560,184,MasterCard,19-Nov,422,William,K,Anderson,89015,702-558-0402,PorterHospital,94546902198
1/3/2015,17:02:27,5199393502745710,819,MasterCard,19-Oct,309,Crisipo,J,Pedraza,37027,931-225-0272,JJPlumbing,40233150513
